crossrec_rate,rate_1200,rate_20,rate_40,rate_100,rate_200,rate_600,rate_1000,results_1000,results_600,results_200,results_100,results_40,results_20
3,11,11,13,13,13,13,11,0,1,1,1,1,0
2,0,5,5,0,0,0,0,0,0,0,0,1,1
0,13,0,0,0,1,0,0,0,0,0,0,0,0
8,17,13,9,2,2,9,1,0,0,0,0,0,0
8,2,2,11,10,7,10,10,1,1,1,1,1,0
12,13,13,13,13,13,13,13,0,0,0,0,0,0
2,1,1,9,1,1,1,1,0,0,0,0,1,0
4,19,5,19,11,7,7,15,0,0,0,0,0,0
13,5,5,14,18,18,6,14,1,1,1,1,1,0
4,3,0,0,12,0,3,3,0,0,0,1,0,0
2,4,4,4,4,4,6,4,0,1,0,0,0,0
10,1,1,2,1,2,2,2,1,1,1,0,1,0
7,13,6,9,6,9,13,9,0,0,0,0,0,0
2,3,2,3,4,3,3,2,0,0,0,1,0,0
4,9,3,9,3,10,9,9,0,0,1,0,0,0
15,19,12,19,16,6,12,16,0,0,0,0,0,0
8,16,19,19,11,16,11,11,0,0,0,0,1,1
1,1,1,1,1,1,1,1,0,0,0,0,0,0
2,3,3,0,3,3,3,2,0,0,0,0,0,0
9,7,7,7,7,7,7,7,0,0,0,0,0,0
0,1,1,0,0,1,1,10,1,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,0,0,0,0
5,3,3,7,3,3,15,15,1,1,0,0,1,0
1,1,1,1,1,1,3,1,0,1,0,0,0,0
8,4,14,3,3,15,14,15,1,1,1,0,0,1
2,2,10,10,10,10,10,2,0,1,1,1,1,1
11,4,12,4,4,4,4,4,0,0,0,0,0,1
3,5,5,5,5,5,5,5,0,0,0,0,0,0
11,4,0,2,2,14,2,9,1,0,1,0,0,0
5,4,14,12,3,3,4,3,0,0,0,0,1,1
3,4,4,8,8,8,3,3,0,0,1,1,1,0
3,8,8,8,8,8,4,8,0,0,0,0,0,0
1,3,3,3,1,1,1,1,0,0,0,0,0,0
2,4,4,9,4,4,4,9,1,0,0,0,1,0
4,3,3,3,2,2,3,2,0,0,0,0,0,0
1,17,1,2,1,1,2,1,0,0,0,0,0,0
3,7,7,7,12,7,12,7,0,1,0,1,0,0
1,19,0,1,0,0,1,1,0,0,0,0,0,0
11,9,16,17,13,17,16,15,1,1,1,1,1,1
15,9,14,9,14,9,9,9,0,0,0,1,0,1
3,19,11,11,11,11,11,16,0,0,0,0,0,0
1,0,0,1,0,0,0,1,1,0,0,0,1,0
19,12,12,12,12,12,12,12,0,0,0,0,0,0
5,6,10,10,10,8,14,10,1,1,1,1,1,1
5,7,15,15,15,11,15,15,1,1,1,1,1,1
2,1,1,1,1,1,1,1,0,0,0,0,0,0
8,14,12,9,5,5,9,1,0,0,0,0,0,0
2,7,2,2,7,7,2,4,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,1,0
3,6,6,6,6,6,17,1,0,1,0,0,0,0
15,3,8,19,3,8,3,13,1,0,1,0,1,1
4,11,11,11,11,5,1,5,0,0,0,0,0,0
7,13,2,13,13,2,19,2,0,1,0,0,0,0
4,7,18,7,7,10,7,10,1,0,1,0,0,1
2,6,6,6,6,6,6,6,0,0,0,0,0,0
4,13,13,13,13,9,13,9,0,0,0,0,0,0
10,17,13,17,17,3,17,3,0,0,0,0,0,0
1,6,6,6,1,1,1,7,1,0,0,0,0,0
1,16,16,16,16,16,16,16,0,0,0,0,0,0
13,1,1,1,1,1,1,1,0,0,0,0,0,0
2,5,2,2,5,5,5,2,0,0,0,0,0,0
1,1,13,13,1,1,1,1,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,1,1,1,1,9,1,0,0,0,0,0
2,4,4,4,4,4,4,4,0,0,0,0,0,0
0,2,2,0,0,2,0,4,1,0,0,0,0,0
5,18,3,3,3,3,3,3,0,0,0,0,0,0
3,1,9,9,1,9,9,1,0,1,1,0,1,1
3,1,6,1,6,6,1,1,0,0,1,1,0,1
6,15,3,3,3,13,3,17,1,0,0,0,0,0
13,11,14,11,11,14,14,12,1,1,1,0,0,1
10,6,13,11,7,9,1,13,1,0,1,1,1,1
17,4,8,8,8,4,6,4,0,1,0,1,1,1
9,13,13,12,13,12,16,11,0,1,0,0,0,0
2,4,1,11,3,1,1,3,0,0,0,0,1,0
4,1,1,1,1,1,1,1,0,0,0,0,0,0
2,4,2,14,2,3,4,0,0,0,0,0,1,0
4,15,0,15,15,0,6,3,0,0,0,0,0,0
4,7,7,7,7,7,7,12,1,0,0,0,0,0
7,13,19,19,19,19,19,16,1,1,1,1,1,1
5,9,2,12,7,2,9,9,0,0,0,0,1,0
18,10,10,10,10,10,10,10,0,0,0,0,0,0
1,1,5,5,1,1,5,1,0,1,0,0,1,1
2,12,12,12,12,12,12,12,0,0,0,0,0,0
9,5,4,5,4,5,5,13,1,0,0,0,0,0
3,0,0,0,0,0,0,13,1,0,0,0,0,0
2,2,2,1,1,2,1,2,0,0,0,0,0,0
7,17,4,14,9,4,4,14,0,0,0,0,0,0
15,16,16,16,16,10,16,10,0,0,0,0,0,0
2,2,2,1,2,14,3,2,0,1,1,0,0,0
6,7,9,14,3,3,9,9,1,1,0,0,1,1
4,5,5,5,0,6,13,0,0,1,1,0,0,0
1,1,1,1,1,1,1,1,0,0,0,0,0,0
0,1,1,1,1,1,1,1,0,0,0,0,0,0
3,14,14,14,14,14,14,14,0,0,0,0,0,0
3,4,4,15,15,2,3,4,0,0,0,1,1,0
1,1,1,1,1,1,1,1,0,0,0,0,0,0
2,15,15,3,3,15,3,4,0,0,0,0,0,0
6,17,19,19,17,17,19,19,1,1,0,0,1,1
6,5,10,8,10,8,8,5,0,1,1,1,1,1
1,1,1,1,1,1,1,1,0,0,0,0,0,0
1,1,1,0,0,1,1,1,0,0,0,0,0,0
7,3,3,6,9,3,3,8,1,0,0,1,1,0
15,16,16,16,16,16,16,16,0,0,0,0,0,0
1,0,0,0,0,0,0,1,1,0,0,0,0,0
8,10,5,19,19,19,19,19,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,10,10,10,15,16,10,0,1,1,0,0,0
3,9,16,7,16,16,2,5,0,0,1,1,0,1
14,17,19,19,19,18,18,19,1,1,1,1,1,1
5,7,7,4,4,4,7,2,0,0,0,0,0,0
0,9,9,0,0,9,9,12,1,0,0,0,0,0
16,14,2,13,14,8,13,13,0,0,0,0,0,0
