crossrec_rate,rate_0,rate_20,rate_40,rate_100,rate_200,rate_600,rate_1000,results_20,results_40,results_100,results_200,results_600,results_1000
6,5,12,5,12,12,5,10,0,0,0,0,0,0
2,16,7,7,7,7,7,7,1,1,1,1,1,1
4,0,6,0,0,0,0,5,0,0,0,0,0,0
13,16,16,9,9,9,9,8,0,1,1,1,1,1
1,5,5,5,5,5,5,5,0,0,0,0,0,0
3,10,3,6,3,6,6,6,1,1,1,1,1,1
16,12,10,10,10,10,10,10,1,1,1,1,1,1
3,2,2,3,3,3,11,3,0,0,0,0,0,0
10,16,16,16,16,11,11,2,0,0,0,1,1,1
13,15,10,10,10,10,10,10,1,1,1,1,1,1
6,10,10,10,10,10,10,10,0,0,0,0,0,0
2,11,4,11,11,4,2,0,1,0,0,1,1,1
3,6,6,4,1,5,4,4,0,1,1,1,1,1
1,2,2,12,12,12,12,12,0,0,0,0,0,0
1,16,3,3,16,16,3,0,1,1,0,0,1,1
3,2,3,6,6,6,6,6,0,0,0,0,0,0
1,2,2,2,17,17,17,17,0,0,0,0,0,0
3,8,3,8,8,8,8,8,1,0,0,0,0,0
5,6,19,15,19,15,15,15,0,0,0,0,0,0
3,9,10,10,10,10,10,9,0,0,0,0,0,0
2,5,1,5,5,1,5,1,1,0,0,1,0,1
5,18,12,12,12,12,12,12,1,1,1,1,1,1
10,19,7,7,12,6,7,6,1,1,1,1,1,1
9,6,4,9,6,6,11,19,1,0,0,0,0,0
4,13,5,13,12,12,1,13,1,0,1,1,1,0
5,2,4,4,4,1,1,4,0,0,0,1,1,0
2,1,6,1,1,6,6,6,0,0,0,0,0,0
16,14,7,7,7,14,7,14,1,1,1,0,1,0
5,4,4,18,18,18,18,18,0,0,0,0,0,0
0,6,14,6,14,14,6,14,0,0,0,0,0,0
8,13,10,7,10,9,10,10,1,1,1,1,1,1
2,4,4,4,4,4,4,4,0,0,0,0,0,0
8,18,19,11,19,16,16,18,0,1,0,1,1,0
5,8,8,9,9,8,9,9,0,0,0,0,0,0
0,2,2,2,2,2,2,2,0,0,0,0,0,0
8,6,6,12,5,6,5,6,0,0,1,0,1,0
4,16,8,3,5,2,5,16,1,1,1,1,1,0
17,8,10,10,10,10,10,8,0,0,0,0,0,0
8,9,2,3,2,9,6,6,1,1,1,0,1,1
4,2,12,2,12,12,12,12,0,0,0,0,0,0
10,2,3,3,3,2,3,3,0,0,0,0,0,0
15,18,6,18,6,14,14,18,1,0,1,1,1,0
9,10,11,11,11,11,11,11,0,0,0,0,0,0
15,3,10,10,3,10,10,10,0,0,0,0,0,0
2,4,2,6,6,2,6,2,1,0,0,1,0,1
2,8,2,3,3,3,2,2,1,1,1,1,1,1
13,3,8,8,12,8,16,8,0,0,0,0,0,0
13,19,14,14,14,14,14,14,1,1,1,1,1,1
8,10,5,5,5,5,5,5,1,1,1,1,1,1
